1,0.5734972953796387
2,1.028752326965332
3,1.511291265487671
4,1.9669780731201172
5,2.431220293045044
6,2.9277126789093018
7,3.3476321697235107
8,3.816854238510132
9,4.282483100891113
10,4.731040716171265
11,5.196835279464722
12,5.683486461639404
13,6.091556072235107
14,6.597155570983887
15,7.078636169433594
16,7.569262981414795
17,8.050609827041626
18,8.565366744995117
19,8.963086366653442
20,9.403377771377563
21,9.839793682098389
22,10.392779350280762
23,10.771672487258911
24,11.284626722335815
25,11.70768928527832
26,12.996201753616333
27,13.409403324127197
28,13.06161093711853
29,13.740924596786499
30,13.973530054092407
31,16.017550706863403
32,14.932245969772339
33,16.115623950958252
34,15.887732744216919
35,16.29788827896118
36,16.730956315994263
37,18.4013614654541
38,17.690187215805054
39,18.06134533882141
40,19.475392818450928
41,19.26428532600403
42,19.381065368652344
43,20.596938610076904
44,21.13036799430847
45,21.6670925617218
46,22.32049560546875
47,22.993502616882324
48,23.351948499679565
49,23.948827981948853
50,24.787309646606445
51,24.640328884124756
52,25.311426401138306
53,25.58668541908264
54,26.51884150505066
55,26.604211568832397
56,27.17314100265503
57,28.455846309661865
58,28.073751211166382
59,28.917768955230713
60,29.03956961631775
61,30.287405490875244
62,30.02326464653015
63,30.47114872932434
64,30.160574913024902
65,32.16263270378113
66,31.643597841262817
67,32.35706615447998
68,33.027642250061035
69,33.12943363189697
70,33.531336307525635
71,33.68735957145691
72,34.51857948303223
73,35.338491916656494
74,36.15907645225525
75,34.89650893211365
76,37.047242879867554
77,38.367058992385864
78,37.982627153396606
79,38.65831184387207
80,38.61030197143555
81,40.001620292663574
82,39.89100742340088
83,40.22203326225281
84,40.00080585479736
85,41.97079396247864
86,42.26668643951416
87,41.24030375480652
88,43.09380507469177
89,42.184818506240845
90,43.22619819641113
91,44.47934603691101
92,45.56553888320923
93,45.8203661441803
94,48.712552309036255
95,45.30071711540222
96,46.65665578842163
97,45.67971730232239
98,47.34921193122864
99,48.47609043121338
