index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
26855;38513;2068109;-23.498640060424105;-46.5969228744493;UBS VILA LEONOR;AV ANGELINA;770;VL LEONOR;(11)22074797;2077000.0;SP;São Paulo;2016;5
26875;38643;2091798;-23.510184288024202;-46.446654796599;AMA UBS INTEGRADA SITIO DA CASA PINTADA;RUA MARIA SANTANA;1069;SAO MIGUEL PAULISTA;(11)2053-0800;8040450.0;SP;São Paulo;2016;5
26921;38573;2079070;-23.567386499999998;-46.57038318211271;UBS V CISPER;RUA CACULE;79;ERMELINO MATARAZZO;(11)2546.5100;3817220.0;SP;São Paulo;2016;5
26935;38646;2091720;-23.567386499999998;-46.57038318211271;UBS J FONTALIS;RUA ANTONIO PICAROLLO;41;JD FONTALIS;(11)29956257;2323000.0;SP;São Paulo;2016;5
26957;38459;2063670;-23.491752147673896;-46.57314777374129;UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA;R FRANCISCO FRANCO MACHADO;150;VILA SABRINA;(11)34787250;2139020.0;SP;São Paulo;2016;5
26978;38603;2086808;-23.567386499999998;-46.57038318211271;UBS J STA MARIA;RUA EMBIRATAI;201203;JD SANTA MARIA;(11)27247004;3576000.0;SP;São Paulo;2016;5
26989;38486;2065266;-23.488286733626598;-46.476824283598496;UBS ERMELINO MATARAZZO;RUA ANTONIO FREITAS DE TOLEDO;185;ERMELINO MATARAZZO;25440051/25458235;3809060.0;SP;São Paulo;2016;5
26992;38554;2075202;-23.486344814299898;-46.576817035673706;AMA UBS INTEGRADA JARDIM BRASIL;R FRANCISCO PEIXOTO BEZERRA;400;JARDIM BRASIL;(11)22014101;2222010.0;SP;São Paulo;2016;5
27011;38644;2091712;-23.5092294216149;-46.664214134215;UBS AE NISA DR WALTER ELIAS;RUA MOURAO VIEIRA;11;CV;38588593;2518020.0;SP;São Paulo;2016;5
27030;38602;2086743;-23.567386499999998;-46.57038318211271;UBS J CAICARA;RUA SERAFIM ALVARES;46;JARDIM CAICARA;(11)58334375;5871370.0;SP;São Paulo;2016;5
27055;38453;2062658;-23.567386499999998;-46.57038318211271;UBS J MAIA;RUA MARFIM VEGETAL;108;JARDIM MAIA;(11)2581-6962;8081330.0;SP;São Paulo;2016;5
27075;38484;2064855;-23.567386499999998;-46.57038318211271;UBS AGUA FUNDA;RUA ROSA DE MORAES;91;AGUA FUNDA;(11)50736253;4155000.0;SP;São Paulo;2016;5
30770;42788;2752336;-23.5317921638482;-46.652348041533095;UBS DR HUMBERTO PASCALE SANTA CECILIA;RUA VITORINO CARMILO;599;SANTA CECILIA;(11)38260096;1153000.0;SP;São Paulo;2016;5
30775;42786;2752271;-23.560202121733898;-46.51014804839949;AMA UBS INTEGRADA VL ITAPEMA;RUA COSTEIRA;572;JARDIM ARISI;(11)27243946;3573010.0;SP;São Paulo;2016;5
30851;42783;2752212;-23.4758305549615;-46.6304183006273;UBS DOMINGOS MAZZONETO DE CILO VILA AURORA;RUA ENGENHEIRO JEAN BUFF;126;CHACARA DO ENCOSTO;(11)2235-1053;2417180.0;SP;São Paulo;2016;5
30880;42780;2752182;-23.5485;-46.63458;UBS BRAS MANOEL SALDIVA NETO;RUA SAMPSON;61;BRAS;(11)62925453;3013040.0;SP;São Paulo;2016;5
30915;42790;2752379;-23.574267625808;-46.558685302733004;AMA UBS INTEGRADA V ORATORIO TITO PEDRO MASCELANI;RUA JOAO FIALHO DE CARVALHO;35;VILA DIVA;(11) 23012979;3345010.0;SP;São Paulo;2016;5
30966;42778;2751828;-23.673992156981697;-46.6594290733324;AMA UBS INTEGRADA V JOANIZA;RUA LUIS VIVES;85;VILA JOANIZA;(11) 5622-0844;4404150.0;SP;São Paulo;2016;5
30974;42784;2752255;-23.538969755172;-46.4559888839708;UBS ITAQUERA;RUA AMERICO SALVADOR NOVELLI;265;ITAQUERA;(11)22860015;8210090.0;SP;São Paulo;2016;5
31016;42787;2752301;-23.587346076964604;-46.6855430603014;UBS JOSE DE BARROS MAGALDI;RUA SALVADOR CARDOSO;0177;ITAIM BIBI;(11)31686571;4533050.0;SP;São Paulo;2016;5
31032;42781;2752190;-23.523284196852998;-46.4907073974596;UBS BURGO PAULISTA;RUA JOSE SILVA ALCANTARA FILHO;1031;BURGO PAULISTA;(11)2280.0080;3680000.0;SP;São Paulo;2016;5
31058;42779;2752174;-23.533182;-46.5945435;UBS BELENZINHO MARCUS WOLOSKER;AVENIDA CELSO GARCIA;1749;BELENZINHO;(11)22925687;3015000.0;SP;São Paulo;2016;5
31087;42785;2752263;-23.6007031;-46.5411364;UBS JARDIM GUAIRACA;RUA ERVA IMPERIAL;501;JARDIM GUAIRACA;(11 ) 2301-1339;3244030.0;SP;São Paulo;2016;5
31089;42789;2752360;-23.5459756851189;-46.5320777893053;UBS V NOVA MANCHESTER DR ARLINDO GENNARI;PRACA HAROLDO DALTRO;461;VILA NOVA MANCHESTER;(11)22954163;3444090.0;SP;São Paulo;2016;5
31102;42782;2752204;-23.505817651748;-46.5204477310167;AMA UBS INTEGRADA CANGAIBA DOUTOR CARLOS GENTILE DE MELLO;AV CANGAIBA;3722;CANGAIBA;(11)26216523;3712000.0;SP;São Paulo;2016;5
31124;43146;2789183;-23.567386499999998;-46.57038318211271;UBS VILA PIRITUBA;RUA RIBEIRAO VERMELHO;501;VILA PIRITUBA;(11)39042509;5170000.0;SP;São Paulo;2016;5
31125;43087;2788063;-23.5554;-46.69058;UBS MANUEL JOAQUIM PERA;RUA PURPURINA;280;VILA MADALENA;(11)30329891;5435030.0;SP;São Paulo;2016;5
31126;43120;2788764;-23.587303161620397;-46.7700433731066;UBS V BORGES;RUA JACINTO DE MORAIS;022;JARDIM CLAUDIA;(11)37824739;5546040.0;SP;São Paulo;2016;5
31127;43046;2787393;-23.65669;-46.75695;UBS J GERMANIA;R JOAO FUGULIM;338;JD NOVA GERMANIA;(11)55111761;5849340.0;SP;São Paulo;2016;5
31129;43011;2786818;-23.567386499999998;-46.57038318211271;UBS BRASILANDIA;RUA PARAPUA;1646;BRASILANDIA;(11)39218713;2831001.0;SP;São Paulo;2016;5
31130;43007;2786737;-23.70185;-46.7675;UBS ALTO DA RIVIERA;AV PROF MARIO MAZAGAO;194;ALTO DA RIVIERA;(11) 58339952;4929080.0;SP;São Paulo;2016;5
31132;43102;2788519;-23.57835;-46.60536;UBS SACOMA;ESTRADA DAS LAGRIMAS;1403;SACOMA;(11)22733537;4232000.0;SP;São Paulo;2016;5
31133;43153;2789302;-23.683025836943898;-46.7116141319261;UBS VELEIROS;AVENIDA CLARA MANTELLI;185;VELEIROS;(11)56815520;4771180.0;SP;São Paulo;2016;5
31134;43021;2786958;-23.567386499999998;-46.57038318211271;UBS COSTA MELO;RUA LUIS ASSON;165;V MONTEVIDEO;(11)2958.2981;3624010.0;SP;São Paulo;2016;5
31138;43031;2787083;-23.548000000000002;-46.636;UBS GUAIANAZES;RUA PROFESSOR COSME DEODATO TADEU;90;GUAIANASES;(11)25578177;8450380.0;SP;São Paulo;2016;5
31141;43125;2788829;-23.6297035217278;-46.6047549247728;UBS V DAS MERCES;RUA NOSSA SENHORA DAS MERCES;1315;VILA DAS MERCES;(11)29461443;4165001.0;SP;São Paulo;2016;5
31142;43145;2789175;-23.4939;-46.50373;AMA UBS INTEGRADA VILA PIAUI;PCA CAMILO CASTELO BRANCO;10;VILA PIAUI;(11)36219840;5109270.0;SP;São Paulo;2016;5
31146;43113;2788667;-23.43299;-46.719840000000005;UBS UNIAO DAS VILAS DE TAIPAS;AV ELISIO TEIXEIRA LEITE;7703;PARADA DE TAIPAS;(11)39721355;2810000.0;SP;São Paulo;2016;5
31147;43135;2789027;-23.567386499999998;-46.57038318211271;UBS VILA MAGGI;RUA CONDE MONTERONE;40;PIRITUBA;(11)39721435;2982190.0;SP;São Paulo;2016;5
31155;43154;2789310;-23.567386499999998;-46.57038318211271;UBS V COSMOPOLITA;RUA ALDEIA MARIA;258;GUAIANASES;(11)25558583;8021070.0;SP;São Paulo;2016;5
31158;43137;2789043;-23.536459207534104;-46.5276789665209;UBS VILA MATILDE DR RUBENS DO VAL;RUA MARCONDES DE BRITO;1304;VILA MATILDE;(11)26534391;3512030.0;SP;São Paulo;2016;5
31161;43008;2786753;-23.49485;-46.46803;UBS ANTONIO P F VILLALOBO;RUA COELHO DE CASTRO;95;VILA NHOCUNE;(11)27493521;3560030.0;SP;São Paulo;2016;5
31165;43059;2787660;-23.548000000000002;-46.636;UBS JARDIM PANAMERICANO;RUA BARRA DA FORQUILHA;38;JARDIM PANAMERICANO;(11) 39411362;2993000.0;SP;São Paulo;2016;5
31168;43022;2786974;-23.58308;-46.406079999999996;UBS DOM ANGELICO;EST MANOEL DE OLIVEIRA RAMOS;01;CIDADE TIRADENTES;(11)25553894;8473000.0;SP;São Paulo;2016;5
31173;43064;2787806;-23.58313;-46.75183;UBS J SAO NICOLAU;RUA BROOK TAYLOR;30;JD NORDESTE;(11)22807508;3690000.0;SP;São Paulo;2016;5
31174;43060;2787687;-23.5095191001885;-46.497251987455904;UBS J PENHA;AV SAO MIGUEL;3721;PONTE RASA;(11)2546.5867;3871000.0;SP;São Paulo;2016;5
31176;43126;2788934;-23.70352;-46.636590000000005;UBS VILA GUACURI CICERO SERGIO CAVALCANTE;RUA VALENTINO FIORAVANTE;416;JARDIM RUBILENE;(11)56740921;4475380.0;SP;São Paulo;2016;5
31177;43117;2788713;-23.6337053775781;-46.5890479087816;UBS V ARAPUA;RUA COLOMBO FLORENCE;235;VILA ARAPUA;(11)29466660;4257045.0;SP;São Paulo;2016;5
31182;43123;2788802;-23.50241;-46.422109999999996;UBS V CURUCA;RUA PEDRO MEIRA;01;VILA CURUCA;2035-4311/2513-2255;8030500.0;SP;São Paulo;2016;5
31183;43134;2788993;-23.4931898117059;-46.60080671310289;UBS VILA IZOLINA MAZZEI;R ORLANDO RIBEIRO DANTAS;154;VILA IZOLINA MAZZEI;(11)62016586;2083010.0;SP;São Paulo;2016;5
31185;43050;2787458;-23.54541;-46.68676;UBS J HERCULANO;RUA IGNACIO LIMAS;11;J HERCULANO;(11)58326643;4920050.0;SP;São Paulo;2016;5
31187;43127;2788845;-23.548000000000002;-46.636;UBS VILA EDE;R PADRE MARCOS SIMONI;390;VILA EDE;(11)2024596;2203010.0;SP;São Paulo;2016;5
31192;43133;2788985;-23.5322105884545;-46.700928211210794;UBS V IPOJUCA WANDA COELHO DE MORAES;RUA CATAO;01266;VILA ROMANA;(11)36761399;5049000.0;SP;São Paulo;2016;5
31194;43094;2788438;-23.578957199999998;-46.7652083;UBS IACAPE JD PLANALTO;RUA IACAPE;302;PQ STA MADALENA;(11) 2703-1198;3983090.0;SP;São Paulo;2016;5
31195;42853;2765993;-23.635389804839395;-46.6992545127855;UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F;RUA ALEXANDRE DUMAS;719;CHACARA STO ANTONIO;(11)51817894;4717000.0;SP;São Paulo;2016;5
31196;43111;2788640;-23.6476743221276;-46.701765060423405;UBS SANTO AMARO DR SERGIO VILLACA BRAGA;RUA CONDE DE ITU;359;SANTO AMARO;(11)5687-3367;4741000.0;SP;São Paulo;2016;5
31199;43131;2788969;-23.52892;-46.5168;UBS VILA GUILHERMINA DOUTOR AMERICO RASPA NETO;RUA JOAO MARCHIORI;59;VILA GUILHERMINA;(11)26852124;3547020.0;SP;São Paulo;2016;5
31203;43115;2788683;-23.5284447669976;-46.6790843009935;UBS V ANGLO JOSE SERRA RIBEIRO;RUA TURIASSU;01765;VILA POMPEIA;(11)38011547;5005001.0;SP;São Paulo;2016;5
31205;43121;2788772;-23.548000000000002;-46.636;AMA UBS INTEGRADA VL CARMOSINA;RUA IPOPOCA;61;ITAQUERA;(11)25247796;8290330.0;SP;São Paulo;2016;5
31207;43068;2787652;-23.567386499999998;-46.57038318211271;UBS JD NITEROI;RUA SAMUEL ARNOLD;596;JARDIM NITEROI;(11)56110122;4434000.0;SP;São Paulo;2016;5
31211;43152;2789280;-23.863774600000003;-46.712540999999995;UBS VARGEM GRANDE;RUA DAS ARARAS;49;VARGEM GRANDE;(011) 5921-2111;4895010.0;SP;São Paulo;2016;5
31215;43029;2787067;-23.73434;-46.66377;UBS GAIVOTAS;AV SAO PAULO;23;JARDIM GAIVOTAS;(11)59326407;4849000.0;SP;São Paulo;2016;5
31218;43142;2789140;-23.4946167469018;-46.685307025908095;AMA UBS INTEGRADA VILA PALMEIRAS;RUA FRANCISCO LOTUFO;24;FREGUESIA DO O;(11)39318242;2727020.0;SP;São Paulo;2016;5
31219;43083;2788152;-23.58449;-46.49183;UBS JD NOVE DE JULHO;SIBALDO LINS;146;SAO MATEUS;(11)20119815;3953100.0;SP;São Paulo;2016;5
31220;43088;2788241;-23.548000000000002;-46.636;AMA UBS INTEGRADA ANHANGUERA;RUA MARCELA ALVES DE CASSIA;175;JARDIM JARAGUA;(11)39048999;5158400.0;SP;São Paulo;2016;5
31222;43028;2787059;-23.5969301;-46.4037234;UBS FERROVIARIOS;RUA GONCALVES NINA;58;CIDADE TIRADENTES;(11)22856477;8470610.0;SP;São Paulo;2016;5
31231;43020;2786745;-23.645725100000003;-46.766591999999996;UBS ALTO DO UMUARAMA;RUA ODEMIS;468;JARDIM UMUARAMA;(11) 55126614;5783180.0;SP;São Paulo;2016;5
31233;43104;2788551;-23.7432789802544;-46.7112708091722;UBS SERGIO CHADDAD;AVENIDA CARLOS OBERHUBER;659;VILA SAO JOSE;(11)59289529;4836130.0;SP;São Paulo;2016;5
31236;43122;2788780;-23.548000000000002;-46.636;UBS VILA CHABILANDIA;ESTRADA DO LAJEADO VELHO;392;LAJEADO;(11)25579571;8451000.0;SP;São Paulo;2016;5
31245;43078;2788055;-23.6448955535882;-46.593189239500596;UBS LUIZ ERNESTO MAZZONI;AV CARLOS LIVIERO;566;VILA LIVIERO;(11)23319624;4186100.0;SP;São Paulo;2016;5
31248;43036;2787180;-23.73431;-46.66082;UBS JD APURA;RUA DR DARI BARCELOS;37;JD APURA;(11)56730001;4470170.0;SP;São Paulo;2016;5
31249;43114;2788675;-23.514164686202303;-46.7206048965441;UBS V ANASTACIO;RUA BARTOLOMEU PAES;686;VILA ANASTACIO;(11)38361146;5092000.0;SP;São Paulo;2016;5
31252;43116;2788705;-23.43299;-46.719840000000005;UBS V APARECIDA;AVENIDA BATISTA MACIEL;430;VILA PORTELA;(11)56129644;4459110.0;SP;São Paulo;2016;5
31253;43092;2788349;-23.533260000000002;-46.72968;UBS PARQUE NOVO MUNDO I;R BENEDITA DORNELAS CLARO;451;PARQUE NOVO MUNDO;(11)29541747;2168020.0;SP;São Paulo;2016;5
31258;43034;2787172;-23.46319;-46.58467;UBS J APUANA;RUA HUM;19;JARDIM APUANA;(11)22405277;2325530.0;SP;São Paulo;2016;5
31259;43095;2788411;-23.61071;-46.60243;UBS STA MADALENA;RUA PALMEIRA BACABA;36;JARDIM ELBA;2702-5919;3980050.0;SP;São Paulo;2016;5
31264;43009;2786761;-23.54309;-46.673359999999995;UBS AUGUSTO LEOPOLDO AYROSA GALVAO;RUA JOAQUINA MARIA DOS SANTOS;198;VILA RICA;(11)38518235;2860110.0;SP;São Paulo;2016;5
31268;43084;2788160;-23.6682583;-46.7351565;UBS NOVO JARDIM I;RUA PHELIPPE DE VITRY;282;J STA JOSEFINA;1158922134;5819080.0;SP;São Paulo;2016;5
31269;43042;2787288;-23.546529999999997;-46.652640000000005;UBS J COIMBRA;ESTRADA DO BOI MIRIM;3301;J COIMBRA;(11)58942191;4905023.0;SP;São Paulo;2016;5
31272;43147;2789191;-23.6176443099969;-46.745882034300394;UBS V PRAIA VITORIO ROLANDO BOCCALETTI;RUA ANDRE DE ANDRADE;S/N;VILA PRAIA;(11)3501-3603;5749240.0;SP;São Paulo;2016;5
31273;43067;2787865;-23.567386499999998;-46.57038318211271;UBS JD STA TEREZINHA;AVENIDA DOS LATINOS;205;JD SANTA TEREZINHA;(11)27211815;3572000.0;SP;São Paulo;2016;5
31275;43148;2789213;-23.476517200469303;-46.7032456397997;UBS VILA PROGRESSO JD MONTE ALEGRE;RUA ANTONIO GENELLE;30;JARDIM MONTE ALEGRE;(11)397512893;2811020.0;SP;São Paulo;2016;5
31278;43030;2787075;-23.5813593864434;-46.4551091194139;UBS GLEBA DO PESSEGO;RUA CONFISSAO;786;GLEBA DO PESSEGO;(11)25218924;8265230.0;SP;São Paulo;2016;5
31285;43129;2788896;-23.57004;-46.54645;UBS V FORMOSA II;PRACA MARQUES DE NAZARE;111;VILA FORMOSA;(11)66745246;3359110.0;SP;São Paulo;2016;5
31287;43027;2787032;-23.5111713409417;-46.5502309799181;UBS ENG TRINDADE;AVENIDA GABRIELA MISTRAL;1168;PENHA DE FRANCA;(11)26416973;3701000.0;SP;São Paulo;2016;5
31288;43076;2788020;-23.61657;-46.48545;UBS FAZENDA DA JUTA II;AVENIDA AUGUSTIN LUBERT;1102;FAZENDA DA JUTA;(11) 20153439;3977000.0;SP;São Paulo;2016;5
31289;43019;2786931;-23.4112;-46.749629999999996;UBS JD DA CONQUISTA I;PERAMIRIM;1;JARDIM DA CONQUISTA;(11)22532723;8340500.0;SP;São Paulo;2016;5
31290;43057;2787571;-23.6559033393853;-46.771202087401;UBS JD MARCELO;RUA GASTAO RAUL FOURTON BOUSQUET;377;JARDIM MARCELO;(11)58258666;5797000.0;SP;São Paulo;2016;5
31292;43124;2788810;-23.567386499999998;-46.57038318211271;UBS VILA DALVA ENG GUILHERME H PINTO COELHO;RUA GUSTAVO BERTHIER;0155;VILA DALVA;(11)37120704;5386110.0;SP;São Paulo;2016;5
31294;43110;2788527;-23.57835;-46.60536;AMA UBS INTEGRADA JD SAO FRANCISCO II;BANDEIRA DE ARACAMBI;704;J RODOLFO PIRANI;(11)27516712;8310010.0;SP;São Paulo;2016;5
31295;43072;2787970;-23.500626800000003;-46.4116784;UBS JARAGUA;RUA DOMINGUES VIDIGAL;97;CURUCA;2569-2027/2963-9276;8160350.0;SP;São Paulo;2016;5
31296;43063;2787733;-23.486580848693198;-46.39286041259629;UBS VILA ITAIM;RUA RIO MANUEL ALVES;182;ITAIM PAULISTA;(11)2581-3737;8190450.0;SP;São Paulo;2016;5
31299;42924;2774771;-23.5869383811944;-46.4066362380968;UBS CIDADE TIRADENTES LUIS MARANHAO;RUA DOS TEXTEIS;512;CIDADE TIRADENTES;(11)22820250;8490600.0;SP;São Paulo;2016;5
31302;43109;2788624;-23.521138429641;-46.3893628120409;UBS STA LUZIA;RUA CONJUNTO DA PAZ;39;JD MIRIAM;(11)25623532;8142360.0;SP;São Paulo;2016;5
31304;43081;2788128;-23.612430095671897;-46.6039395332323;UBS MOINHO VELHO II;RUA BELGRADO;323;MOINHO VELHO;(11) 22741059;4285041.0;SP;São Paulo;2016;5
31308;43054;2787318;-23.54531;-46.65155;UBS J COMERCIAL;RUA COSTA NOVA DO PRADO;92;JARDIM COMERCIAL;(11)58734880;5885190.0;SP;São Paulo;2016;5
31310;42925;2774798;-23.567386499999998;-46.57038318211271;UBS J COPA;RUA PONTE DE LUCENA;330;ITAQUERA;(11)25245020;8270340.0;SP;São Paulo;2016;5
31315;43075;2788004;-23.572701215743297;-46.761202812193496;UBS JOSE MARCILIO MALTA CARDOSO;RUA DR BERNARDO GUERTZENSTEIN;045;RIO PEQUENO;(11)37681569;5381020.0;SP;São Paulo;2016;5
31317;43090;2788292;-23.697971105574897;-46.6483569145189;AMA UBS INTEGRADA PQ DOROTEIA;RUA DOS ANIQUIS;3;JD SANTA TEREZINHA;(11) 5672-7444;4474000.0;SP;São Paulo;2016;5
31325;43099;2788489;-23.61467;-46.41902;UBS RECANTO VERDE DO SOL;R PEDRO RAMAZZANI;98;RECANTO VERDE SOL;(11)27343271;8381800.0;SP;São Paulo;2016;5
31329;43139;2789078;-23.688991069793;-46.6496658325182;AMA UBS INTEGRADA V MISSIONARIA;RUA RAINHA DAS MISSOES;515;VILA MISSIONARIA;(11) 5611-3439;4430010.0;SP;São Paulo;2016;5
31336;43035;2787156;-23.6318063735955;-46.6695356369005;UBS JD AEROPORTO DR MASSAKI UDIHARA;RUA VIEIRA DE MORAIS;1752;CAMPO BELO;(11)5542-9672;4617006.0;SP;São Paulo;2016;5
31344;43044;2787369;-23.546960000000002;-46.51157;UBS J ELIANE;RUA HENRY ARTHUR JONES;201;JARDIM ELIANA;(11)59315240;4851002.0;SP;São Paulo;2016;5
31346;43096;2788446;-23.61071;-46.60243;UBS PQ STA RITA;RUA JOSE PESSOTA;80;PRQ SANTA RITA;(11)2513-7109;8150020.0;SP;São Paulo;2016;5
31347;43149;2789248;-23.52922797203;-46.69526338577129;UBS V ROMANA;RUA VESPASIANO;679;VILA ROMANA;(11)36720911;5044050.0;SP;São Paulo;2016;5
31351;43089;2788268;-23.6327;-46.7351;UBS PARQUE ARARIBA;RUA FRANCISCO SOARES;81;JARDIM INGA;(11) 55115573;5774300.0;SP;São Paulo;2016;5
31352;43100;2788497;-23.58079;-46.629090000000005;UBS REUNIDAS II;ESTRADA CASA GRANDE;1258;VILA UNIAO;(11) 2706-0555;3260000.0;SP;São Paulo;2016;5
31353;43012;2786842;-23.6356896;-46.763344599999996;UBS CAMPO LIMPO;RUA JORGE OZI;211;JARDIM CATANDUVA;(11)58411871;5767450.0;SP;São Paulo;2016;5
31355;43150;2789264;-23.579539999999998;-46.52847;UBS VILA TEREZINHA;RUA DOMINGOS FRANCISCO DE MEDEIROS;70;VILA TEREZINHA;(11)39212380;2854010.0;SP;São Paulo;2016;5
31356;43023;2786982;-23.5168;-46.403290000000005;UBS DOM JOAO NERY;EST DOM JOAO NERY;3260;JARDIM NAZARE;(11)2566-3624;8151000.0;SP;São Paulo;2016;5
31357;43079;2788098;-23.567386499999998;-46.57038318211271;UBS MATA VIRGEM;ESTRADA DA SAUDE;47;ELDORADO;(11)56734455;4476540.0;SP;São Paulo;2016;5
31359;43077;2788039;-23.5128;-46.404309999999995;UBS LARANJEIRAS;RUA DENIS FURTEL;108;LARANJEIRAS;(11) 5673-6181;4476145.0;SP;São Paulo;2016;5
31360;43070;2787946;-23.567386499999998;-46.57038318211271;UBS JARDIM VISTA ALEGRE;RUA IBIRAIARAS;21;BRASILANDIA;(11)39831197;2878080.0;SP;São Paulo;2016;5
31361;43056;2787547;-23.5144;-46.51698;UBS J KERALUX;RUA LUCAS GONCALVES;13;JARDIM KERALUX;(11)2546.6177;3828000.0;SP;São Paulo;2016;5
31362;43066;2787849;-23.50955;-46.398070000000004;UBS J SILVA TELLES;RUA JOSE ALEXANDRE MACHADO;541;ITAIM PAULISTA;2561-8034/2569-1731;8160460.0;SP;São Paulo;2016;5
31364;43098;2788470;-23.6099946498864;-46.7057347297655;UBS REAL PQ PAULO MANGABEIRA ALBERNAZ FILHO;RUA BARAO MELGACO;0339;REAL PARQUE;(11)37582329;5684030.0;SP;São Paulo;2016;5
31369;43005;2786710;-23.498446941375104;-46.677367687224;UBS D ADELAIDE LOPES;AVENIDA CLAVASIO ALVES DA SILVA;683;LIMAO;39368370;2728030.0;SP;São Paulo;2016;5
31370;43062;2787725;-23.49297;-46.445370000000004;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;RUA JOSE MARIA ALVES DE DEUS;288;SAO MIGUEL PAULISTA;(11)2035-2406;8150350.0;SP;São Paulo;2016;5
31371;43024;2786990;-23.575229999999998;-46.52684;UBS DON LUCIANO BERGAMIM;ESTRADA DA LIGACAO;01;PONTE SECA;(011) 5978-6394;4891360.0;SP;São Paulo;2016;5
31372;42926;2774801;-23.4464657306664;-46.7492508888231;AMA UBS INTEGRADA JARDIM IPANEMA;RUA PEDRO RAVARA;11;JARAGUA;(11)39412119;5187000.0;SP;São Paulo;2016;5
31373;43103;2788306;-23.4776437282555;-46.5685772895799;UBS PQ EDU CHAVES;AV EDU CHAVES;1197;PQ EDU CHAVES;(11)22430052;2229001.0;SP;São Paulo;2016;5
31374;43085;2788187;-23.60803;-46.72282;UBS PARAISOPOLIS;RUA MELCHIOR GIOLA;80;PARAISOPOLIS;(11) 37445223;5664000.0;SP;São Paulo;2016;5
31379;43091;2788330;-23.567386499999998;-46.57038318211271;UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA;AV CECI;2249;VILA MONTE ALEGRE;(11) 5581-0426;4305000.0;SP;São Paulo;2016;5
31380;43038;2787202;-23.5367488861077;-46.4176011085497;UBS J AURORA;RUA CLAUDIO DA COSTA;54;GUAIANASES;( 11)20351671;8431160.0;SP;São Paulo;2016;5
31381;43118;2788721;-23.5350430011742;-46.536605358122394;UBS V ARICANDUVA;RUA ANTONIO LINDORO DA SILVA;284;VILA ARICANDUVA;(11)22948853;3506000.0;SP;São Paulo;2016;5
31382;43047;2787415;-23.567386499999998;-46.57038318211271;UBS JARDIM GUARANI;RUA SANTANA DO ARACUAI;160;BRASILANDIA;(11)39216385;2849130.0;SP;São Paulo;2016;5
31387;43033;2787121;-23.567386499999998;-46.57038318211271;UBS IGUACU;AV DO ORATORIO;6557;VILA INDUSTRIAL;(11) 2701-7213;3221300.0;SP;São Paulo;2016;5
31390;43071;2787954;-23.5830792;-46.406077;UBS J VITORIA;RUA LAGEDO;123;CIDADE TIRADENTES;(11)29642685;4846650.0;SP;São Paulo;2016;5
31394;43112;2788659;-23.50528;-46.46294;UBS THERSIO VENTURA;RUA ARRAIAL DE SANTA BARBARA;996;CID PEDRO JOSE NUNES;(11)2545-1026;8061360.0;SP;São Paulo;2016;5
31397;43013;2786893;-23.6910939216607;-46.640632152556;UBS CIDADE JULIA;RUA PASCOAL GRIECO;366;CIDADE JULIA;(11)56236669;4421150.0;SP;São Paulo;2016;5
31398;43017;2786915;-23.49297;-46.445370000000004;UBS CIDADE NOVA SAO MIGUEL;AVN MOACIR DANTAS ITAPICURU;1008;SAO MIGUEL PAULISTA;(11)2051-3560;8042212.0;SP;São Paulo;2016;5
31399;43141;2789132;-23.5927641391747;-46.6716814041124;UBS V OLIMPIA MAX PERLMAN;RUA JACQUES FELIX;499;VILA NOVA CONCEICAO;(11)38424849;4509001.0;SP;São Paulo;2016;5
31400;43051;2787466;-23.463318899999997;-46.6958899;UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO;RUA ALMIR DEHAR;201;BRASILANDIA;(11)39218739;2846000.0;SP;São Paulo;2016;5
31401;43065;2787814;-23.817747831343898;-46.7054986953722;UBS JARDIM SAO NORBERTO;AVENIDA DOMENICO LANZETTI;S/N;SAO NORBERTO;5920-8977/ 5921-6640;4884210.0;SP;São Paulo;2016;5
31403;43032;2787105;-23.567386499999998;-46.57038318211271;UBS HORIZONTE AZUL;RUA ALBERGATI CAPACELLI;2200;HORIZONTE AZUL;(11)55173469;4963000.0;SP;São Paulo;2016;5
31407;43052;2787504;-23.506182432174;-46.5878677368151;UBS JARDIM JAPAO;R SOBRAL JUNIOR;452;VILA MARIA ALTA;(11)69542851;2130020.0;SP;São Paulo;2016;5
31408;43132;2789108;-23.567386499999998;-46.57038318211271;UBS V NOVA GALVAO;RUA ALPHEU LUIZ GASPARINI;116;VILA NOVA GALVAO;(11)22417366;2281110.0;SP;São Paulo;2016;5
31409;43136;2789035;-23.548000000000002;-46.636;UBS VILA MANGALOT;RUA PORTAO PRETO;220;SAO DOMINGOS;(11)39041292;5133004.0;SP;São Paulo;2016;5
31411;43086;2788209;-23.49297;-46.445370000000004;UBS PAULO FELDMAN NITRO OPERARIA;RUA CUMARU;14;SAO MIGUEL PAULISTA;(11)2956-6923;8010380.0;SP;São Paulo;2016;5
